"clade_name","clade_taxid","TS8S","TS8","TS7S","TS7","TS5S","TS5","TS55S","TS55","TS54S","TS54","TS53S","TS53","TS52S","TS52","TS51S","TS51","TS50S","TS50","TS4S","TS4","TS42S","TS42","TS41S","TS41","TS40S","TS40","TS3S","TS3","TS38S","TS38","TS35S","TS35","TS32S","TS32","TS31S","TS31","TS30S","TS30","TS29S","TS29","TS28S","TS28","TS27S","TS27","TS26S","TS26","TS24S","TS24","TS22S","TS22","TS20S","TS20","TS18S","TS18","TS17S","TS17","TS16S","TS16","TS14S","TS14","TS13S","TS13","TS12S","TS12","TS11S","TS11"
"s__Parvimonas_sp_KA00067","2|1239|1737404|1737405|1570339|543311|1588755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_coagulans","2|1239|1737404||||46507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0
"s__Fusobacterium_sp_CAG_439","2|32066|203490|203491|203492|848|1262899",1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Parasutterella_excrementihominis","2|1224|28216|80840|995019|577310|487175",0,0,0,0,2993,0,14549,16608,0,10490,22117,383,1902,0,0,0,0,3254,196,1242,0,0,3916,0,0,0,0,536,5108,0,0,0,157,0,4405,425,0,0,0,0,3719,5387,0,0,307,0,0,3037,9151,4196,1701,156,0,0,0,0,0,0,1861,27824,0,0,347,0,5187,0
"s__Turicimonas_muris","2|1224|28216|80840|995019|1918598|1796652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,129,0,0,0,0,606,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,0
"s__Bilophila_wadsworthia","2|1224|28221|213115|194924|35832|35833",0,0,0,0,0,0,0,4157,0,0,0,0,135,0,1649,3075,0,5691,0,0,0,277,265,0,0,0,947,0,0,0,203,0,0,0,0,0,551,0,975,1378,423,1157,0,0,1481,0,69,1382,3461,1241,888,0,0,0,0,0,0,0,2041,5284,0,0,0,0,0,0
"s__Desulfovibrionaceae_bacterium","2|1224|28221|213115|194924||2049043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Desulfovibrio_piger","2|1224|28221|213115|194924|872|901",9382,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,0,0,0,3845,227,0,0,0,0,0,0,0,0,0,5545,25676,13105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Citrobacter_freundii","2|1224|1236|91347|543|544|546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22288,0
"s__Citrobacter_pasteurii","2|1224|1236|91347|543|544|1563222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19918,0,0,0,0,0,0,0,0,0,0
"s__Citrobacter_youngae","2|1224|1236|91347|543|544|133448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4266,0
"s__Escherichia_coli","2|1224|1236|91347|543|561|562",0,0,0,0,0,0,1583,0,0,0,1979,10060,319,0,0,0,0,17885,0,59553,0,0,0,0,0,0,4401,10104,0,0,36424,0,0,0,0,2364,1307,0,0,0,0,633,0,5124,0,0,9066,2009,7281,0,36580,0,31967,12411,0,0,0,0,0,1238,0,0,10014,0,0,0
"s__Klebsiella_pneumoniae","2|1224|1236|91347|543|570|573",0,0,0,0,0,0,0,0,0,0,0,5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Klebsiella_quasipneumoniae","2|1224|1236|91347|543|570|1463165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Kluyvera_ascorbata","2|1224|1236|91347|543|579|51288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Salmonella_enterica","2|1224|1236|91347|543|590|28901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Hafnia_paralvei","2|1224|1236|91347|1903412|568|546367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Haemophilus_parainfluenzae","2|1224|1236|135625|712|724|729",0,0,0,0,0,0,2022,0,0,0,229,117,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,896,0,0,0,0,0,0
"s__Haemophilus_sp_HMSC71H05","2|1224|1236|135625|712|724|1608898",0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Pseudomonas_aeruginosa_group","2|1224|1236|72274|135621|286|136841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Proteobacteria_bacterium_CAG_139","2|1224|||||1262986",0,0,0,0,0,0,221,1986,0,0,353,0,0,6070,0,0,0,2939,0,0,0,0,575,0,0,0,1615,678,0,0,0,0,0,0,12155,7890,0,0,6802,0,47031,24082,272,0,7537,0,371,17817,0,0,0,0,0,0,0,0,0,0,7095,9748,0,0,0,0,89678,0
"s__Akkermansia_muciniphila","2|74201|203494|48461|1647988|239934|239935",0,0,0,0,9705,0,0,0,0,0,0,3553,0,12949,2597,0,0,0,0,0,0,0,45757,49962,1982,0,33968,46785,82519,1559,629,9259,64594,51839,32732,3549,1477,1029,0,0,16185,80168,0,35579,4849,8444,139956,719,6964,0,31542,93957,0,2579,18920,3252,87325,0,284324,0,0,0,1006,0,8145,0
"s__Saccharomyces_cerevisiae","2759|4890|4891|4892|4893|4930|4932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Cryptococcus_neoformans","2759|5204|155616|5234|1884633|5206|5207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Blastocystis_sp_subtype_1","2759|||||12967|944036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
