"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison"
"77","s__Clostridium_scindens",25.5118163895342,2.0835364523592,2.88742125970402,0.721590743074593,0.470546132120546,0.999950191174171,"StatusTS"
"78","s__Clostridium_symbiosum",567.061099303827,-0.308548048199109,2.02654845618088,-0.15225298327215,0.878987406414202,0.999950191174171,"StatusTS"
"79","s__Eubacterium_rectale",154138.982707135,-1.38513183045199,0.532990148631707,-2.59879443176933,0.00935517781321118,0.191781145170829,"StatusTS"
"80","s__Lachnospira_pectinoschiza",2186.55536111114,-0.144460400621522,1.49988094426067,-0.0963145782832322,0.92327073311917,0.999950191174171,"StatusTS"
"81","s__Roseburia_faecis",69148.767489258,-0.706275254506556,0.709471770215376,-0.995494513181476,0.319495811529162,0.999950191174171,"StatusTS"
"82","s__Roseburia_hominis",35338.1390070215,-0.306394814794311,0.630745182267359,-0.485766397284088,0.627132801390567,0.999950191174171,"StatusTS"
"83","s__Roseburia_intestinalis",34156.2255228273,0.21044806544379,1.1620201753519,0.181105345593555,0.856284888805062,0.999950191174171,"StatusTS"
"84","s__Roseburia_inulinivorans",19314.0263875408,-0.461445894330647,0.830201369483108,-0.555824058225715,0.578331137215174,0.999950191174171,"StatusTS"
"85","s__Roseburia_sp_CAG_182",1217.35210299801,2.4177193370196,2.01044252869924,1.20258067689399,0.229138628932187,0.999950191174171,"StatusTS"
"86","s__Roseburia_sp_CAG_471",74.4150540552502,-0.204564913576695,1.08594037881054,-0.188375823911033,0.850582050147851,0.999950191174171,"StatusTS"
"87","s__Sellimonas_intestinalis",2765.11742613329,2.05512541751932,1.71249908981869,1.20007387433818,0.230110650982519,0.999950191174171,"StatusTS"
"88","s__Tyzzerella_nexilis",47.6833969199314,-0.383285707412262,2.88605082532213,-0.132806291576477,0.894346578481055,0.999950191174171,"StatusTS"
"89","s__Oscillibacter_sp_57_20",2108.96009855268,-0.665311556378596,0.895340194501781,-0.74308241768238,0.457431783797809,0.999950191174171,"StatusTS"
"90","s__Oscillibacter_sp_CAG_241",1426.33415356997,-1.26695054889822,1.43196789600564,-0.884761838887782,0.376285095387449,0.999950191174171,"StatusTS"
"91","s__Intestinibacter_bartlettii",7394.43038479794,-0.0721393113491065,0.958200892310924,-0.0752862076501785,0.939986995038136,0.999950191174171,"StatusTS"
"92","s__Romboutsia_ilealis",34.8778092791937,-0.222244833128896,2.20030722919458,-0.101006273205878,0.919545480349195,0.999950191174171,"StatusTS"
"93","s__Agathobaculum_butyriciproducens",7732.66279884905,0.111980150010671,0.800354569214282,0.139913176382067,0.888728590447847,0.999950191174171,"StatusTS"
"94","s__Anaeromassilibacillus_sp_An250",247.007325962351,-2.07652985815402,2.00867438834577,-1.03378121919707,0.301238453454705,0.999950191174171,"StatusTS"
"95","s__Anaerotruncus_colihominis",679.167640183847,1.76979838121565,1.61333763819837,1.0969795406199,0.272650335867051,0.999950191174171,"StatusTS"
"96","s__Faecalibacterium_prausnitzii",159183.899052739,-0.251756337759068,0.315919931551419,-0.796899190635879,0.425509580996923,0.999950191174171,"StatusTS"
"97","s__Flavonifractor_plautii",6189.69760526217,2.00380597336108,0.895674466793619,2.23720341223348,0.0252730484526706,0.434705042130526,"StatusTS"
"98","s__Gemmiger_formicilis",5962.97390715767,0.0499830420621926,0.628000317639375,0.0795907910525852,0.936562719656606,0.999950191174171,"StatusTS"
"99","s__Clostridium_leptum",3815.04368609111,-0.428600179428917,0.917919568677962,-0.466925637118958,0.640553082328877,0.999950191174171,"StatusTS"
"100","s__Eubacterium_siraeum",5627.29184681805,-2.21001441693638,1.29042243819638,-1.71262863347705,0.0867808820854724,0.711603233100873,"StatusTS"
"101","s__Ruminococcus_bicirculans",13904.0702602202,-1.51152616817968,1.17135936704798,-1.29040344978755,0.196910614969843,0.999950191174171,"StatusTS"
"102","s__Ruminococcus_bromii",74715.676917508,-0.0311611926068049,0.711182670055655,-0.0438160179077005,0.965051058902354,0.999950191174171,"StatusTS"
"103","s__Ruminococcus_callidus",448.557247717326,-1.92985372708492,1.97256379915024,-0.978347938817633,0.327902267544287,0.999950191174171,"StatusTS"
"104","s__Ruminococcus_lactaris",28302.3119463619,1.15686523048739,1.18139842572218,0.979233766779575,0.327464487922525,0.999950191174171,"StatusTS"
"105","s__Ruthenibacterium_lactatiformans",15301.4710620254,0.627060159815469,0.532089966566552,1.17848521719313,0.238603222308576,0.999950191174171,"StatusTS"
"106","s__Coprobacillus_cateniformis",236.650581085415,-28.7402140526069,2.90717070883521,-9.88597400395588,4.78901710545451e-23,2.94524551985452e-21,"StatusTS"
"107","s__Clostridium_innocuum",668.91957863439,0.143450056726356,1.5650260092099,0.0916598547769675,0.92696829431455,0.999950191174171,"StatusTS"
"108","s__Clostridium_spiroforme",846.30831723799,1.20891559598427,1.37688042229481,0.878010592938348,0.379937970157024,0.999950191174171,"StatusTS"
"109","s__Erysipelatoclostridium_ramosum",122.296668544309,-0.94916342806344,2.88565408538154,-0.328924881492836,0.742212467086329,0.999950191174171,"StatusTS"
"110","s__Holdemania_filiformis",158.05221069759,0.941199256752301,1.7557874635424,0.536055346273734,0.591920300005344,0.999950191174171,"StatusTS"
"111","s__Turicibacter_sanguinis",345.19910852015,-0.259022405004099,1.58471356845212,-0.16345061351188,0.870163654839964,0.999950191174171,"StatusTS"
"112","s__Firmicutes_bacterium_CAG_110",3864.42279713062,-0.00265812863705513,1.88160637274155,-0.00141269113219582,0.998872835931351,0.999950191174171,"StatusTS"
"113","s__Firmicutes_bacterium_CAG_145",771.773024071625,0.204797861443309,2.03848907525771,0.100465518274812,0.919974756731239,0.999950191174171,"StatusTS"
"114","s__Firmicutes_bacterium_CAG_83",4490.11386844018,0.0420325146479621,0.844948335132207,0.0497456624272599,0.960325068125762,0.999950191174171,"StatusTS"
"115","s__Phascolarctobacterium_faecium",828.808706220872,0.756631428264027,1.88387161555634,0.401636407712731,0.687951631500996,0.999950191174171,"StatusTS"
"116","s__Dialister_invisus",5647.13430995064,-0.17257311832048,0.833580922176442,-0.207026233121914,0.835989371218069,0.999950191174171,"StatusTS"
"117","s__Parasutterella_excrementihominis",1918.4621479668,0.196599021169281,1.46502814103709,0.134194706342029,0.893248611778874,0.999950191174171,"StatusTS"
"118","s__Bilophila_wadsworthia",444.060686122596,1.37743999531831,1.63469216300984,0.842629595031602,0.399435633985638,0.999950191174171,"StatusTS"
"119","s__Desulfovibrio_piger",43.3208866787344,25.7729264309308,2.90732006782614,8.8648397251293,7.6614199805376e-19,2.35588664401531e-17,"StatusTS"
"120","s__Escherichia_coli",3565.52984869877,0.0485520153552488,1.87865647605379,0.0258440092556116,0.979381759249115,0.999950191174171,"StatusTS"
"121","s__Haemophilus_parainfluenzae",6.83656908491498,1.93714117005457,2.89193740457123,0.669842012137803,0.502958508718951,0.999950191174171,"StatusTS"
"122","s__Proteobacteria_bacterium_CAG_139",1198.6102675427,0.7838371028311,1.86999341595589,0.41916570194469,0.675095036294894,0.999950191174171,"StatusTS"
"123","s__Akkermansia_muciniphila",18881.0085304142,-0.900639768694713,1.29459900899964,-0.695690142224545,0.486622900320309,0.999950191174171,"StatusTS"
