"","microbe","Comparison","deseq_LFC","deseq_padj","M2_coef","M2_padj","Num_not_zero"
"158","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii","SexF",5.68906196152668,0.222518787124539,89.1324786395176,0.703756240780502,37
"159","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis","SexF",2.24300759127897,0.646221504805592,29.8283922587627,0.960956486926275,50
"160","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii","SexF",-0.132210499448261,NA,247.801725266745,0.890703104351619,8
"161","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae","SexF",-0.225614865324901,0.99953461720537,-243.314641093203,0.758196547313057,42
"162","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae","SexF",1.01758765414127,0.99953461720537,0.306661311117743,0.960956486926275,11
"163","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis","SexF",-1.57140695164171,0.982563885939453,-8.90434051881713,0.301600029222941,21
"164","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius","SexF",0.905025783847572,0.982563885939453,-1.23478424218529,0.997992743698782,48
"165","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus","SexF",-1.77743563356517,0.982563885939453,23.080865261778,0.960956486926275,24
"166","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis","SexF",-27.9708764432113,NA,-5.56211489030402,0.00358227643178489,7
"167","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta","SexF",-2.6230016751402,0.982563885939453,4.67999757731551,0.923670069613833,10
"168","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum","SexF",-1.98325245045871,NA,-44.9026506037615,0.826783246944457,18
"169","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167","SexF",25.3328661030882,9.01261112011455e-05,8.91280015641058,0.882817600112985,15
"170","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299","SexF",-17.49999463251,0.0811743180208561,0.140474657969881,0.997992743698782,7
"171","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58","SexF",-2.95193719980458,0.612163277747207,-114.384999414972,0.00895005577247242,40
"172","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi","SexF",-1.76456358116368,NA,86.9270737203675,0.948664623979939,20
"173","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens","SexF",-0.573721987291151,0.99953461720537,-0.289337197980016,0.997992743698782,11
"174","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus","SexF",-6.21244436836123,0.696800308894573,-13.1989997670531,0.0157986534271579,13
